0 0 2 93 18 21
0 83 2 147 198 -1
0 40 0 1 -1 -1
1 55 4 5 97 114
1 2 3 33 36 -1
1 76 3 137 197 -1
2 86 8 89 247 -1
2 99 8 113 -1 -1
2 95 6 7 104 132
3 88 10 11 172 221
3 103 9 67 134 -1
3 34 9 110 261 -1
4 62 13 14 79 102
4 5 12 23 47 -1
4 98 12 -1 -1 -1
5 9 17 209 272 -1
5 51 17 154 286 -1
5 37 15 16 187 275
6 0 20 96 0 21
6 84 20 145 224 -1
6 31 18 19 52 70
7 0 23 18 0 18
7 57 23 53 211 -1
7 5 21 22 79 13
8 35 25 84 260 -1
8 22 24 26 178 207
8 3 25 99 289 -1
9 32 28 45 54 -1
9 25 27 29 173 270
9 4 28 215 263 -1
10 87 31 32 189 253
10 85 30 49 122 -1
10 102 30 152 249 -1
11 2 35 4 36 36
11 15 35 108 160 -1
11 10 33 34 55 146
12 2 37 38 33 4
12 1 36 69 240 -1
12 50 36 135 142 -1
13 17 41 124 168 -1
13 63 41 235 273 -1
13 41 39 40 85 129
14 52 43 44 48 271
14 65 42 76 182 -1
14 8 42 155 191 -1
15 32 46 47 27 54
15 74 45 116 217 -1
15 5 45 23 13 23
16 52 49 50 42 271
16 85 48 31 122 122
16 20 48 233 278 -1
17 77 53 169 181 -1
17 31 53 20 70 70
17 57 51 52 22 211
18 32 55 56 95 45
18 10 54 35 146 146
18 44 54 86 -1 -1
19 58 58 214 292 -1
19 53 57 59 97 192
19 12 58 96 105 -1
20 82 61 280 284 -1
20 90 60 62 150 206
20 97 61 227 229 -1
21 64 65 238 298 -1
21 28 65 133 205 -1
21 49 63 64 66 251
22 13 68 65 204 274
22 103 68 10 134 134
22 92 66 67 90 277
23 1 70 37 240 240
23 31 69 71 52 20
23 60 70 -1 -1 -1
24 16 74 158 161 -1
24 93 74 262 268 -1
24 56 72 73 139 231
25 6 77 -1 -1 -1
25 65 77 43 182 182
25 21 75 76 117 121
26 66 79 80 218 230
26 62 78 23 12 102
26 104 78 185 200 -1
27 24 82 91 151 -1
27 30 81 83 93 136
27 39 82 157 202 -1
28 35 85 24 260 260
28 41 84 86 41 129
28 43 85 56 115 165
29 7 88 203 265 -1
29 75 87 89 138 294
29 86 88 6 247 247
30 92 92 68 277 277
30 24 92 81 151 151
30 47 90 91 180 208
31 30 95 0 82 136
31 18 95 241 269 -1
31 27 93 94 54 232
32 12 98 18 59 105
32 55 98 58 3 114
32 23 96 97 131 156
33 3 101 26 289 289
33 96 101 128 143 -1
33 46 99 100 153 243
34 62 103 79 12 79
34 70 102 104 119 297
34 95 103 8 132 132
35 12 107 96 59 96
35 73 107 266 276 -1
35 48 105 106 118 212
36 15 110 34 160 160
36 71 110 127 255 -1
36 34 108 109 11 261
37 33 112 242 245 -1
37 45 111 113 167 234
37 99 112 299 7 -1
38 55 115 116 97 3
38 43 114 86 165 165
38 74 114 46 217 217
39 21 118 77 121 121
39 48 117 119 107 212
39 70 118 103 297 297
40 89 122 267 290 -1
40 21 122 117 77 117
40 85 120 121 49 31
41 42 124 125 148 225
41 17 123 39 168 168
41 69 123 166 184 -1
42 36 127 188 236 -1
42 71 126 128 109 255
42 96 127 100 143 143
43 41 130 85 41 85
43 38 129 131 144 159
43 23 130 98 156 156
44 95 133 134 104 8
44 28 132 64 205 205
44 103 132 67 10 67
45 50 136 137 38 142
45 30 135 93 82 93
45 76 135 5 197 197
46 75 139 140 88 294
46 56 138 74 231 231
46 80 138 149 194 -1
47 72 142 143 177 222
47 50 141 135 38 135
47 96 141 128 100 128
48 38 145 146 130 159
48 84 144 19 224 224
48 10 144 55 35 55
49 83 149 1 198 198
49 42 149 123 225 225
49 80 147 148 140 194
50 90 151 152 61 206
50 24 150 91 81 91
50 102 150 32 249 249
51 46 154 155 101 243
51 51 153 16 286 286
51 8 153 44 191 191
52 23 157 158 131 98
52 39 156 83 202 202
52 16 156 72 161 161
53 38 161 144 130 144
53 15 161 108 34 108
53 16 159 160 158 72
54 19 163 281 282 -1
54 59 162 164 -1 -1
54 79 163 244 264 -1
55 43 167 115 86 115
55 69 167 125 184 184
55 45 165 166 112 234
56 17 169 170 124 39
56 77 168 51 181 181
56 11 168 -1 -1 -1
57 94 172 220 228 -1
57 88 171 173 9 221
57 25 172 28 270 270
58 14 175 213 252 -1
58 26 174 176 -1 -1
58 61 175 193 256 -1
59 72 178 179 141 222
59 22 177 25 207 207
59 100 177 183 190 -1
60 47 182 92 208 208
60 77 182 169 51 169
60 65 180 181 76 43
61 100 184 185 179 190
61 69 183 166 125 166
61 104 183 80 200 200
62 54 187 210 219 -1
62 37 186 188 17 275
62 36 187 126 236 236
63 87 190 191 30 253
63 100 189 183 179 183
63 8 189 155 44 155
64 53 193 58 223 223
64 61 192 194 176 256
64 80 193 149 140 149
65 81 196 -1 -1 -1
65 78 195 197 248 250
65 76 196 137 5 137
66 83 199 200 147 1
66 81 198 -1 -1 -1
66 104 198 185 80 185
67 68 202 258 285 -1
67 39 201 203 157 83
67 7 202 87 265 265
68 13 205 66 274 274
68 28 204 206 133 64
68 90 205 150 61 150
69 22 208 209 178 25
69 47 207 180 92 180
69 9 207 15 272 272
70 54 211 212 186 219
70 57 210 53 22 53
70 48 210 118 107 118
71 14 214 215 174 252
71 58 213 57 292 292
71 4 213 29 263 263
72 101 217 226 246 -1
72 74 216 218 116 46
72 66 217 78 230 230
73 54 221 210 186 210
73 94 221 171 228 228
73 88 219 220 172 9
74 72 223 224 177 141
74 53 222 192 58 192
74 84 222 145 19 145
75 42 227 148 123 148
75 101 227 216 246 246
75 97 225 226 62 229
76 94 229 230 220 171
76 97 228 227 62 227
76 66 228 218 78 218
77 56 232 139 74 139
77 27 231 233 95 257
77 20 232 50 278 278
78 45 235 236 167 112
78 63 234 40 273 273
78 36 234 188 126 188
79 60 238 -1 -1 -1
79 64 237 239 63 298
79 67 238 -1 -1 -1
80 1 241 69 37 69
80 18 240 242 94 269
80 33 241 111 245 245
81 46 244 245 153 101
81 79 243 164 264 264
81 33 243 242 111 242
82 101 247 226 216 226
82 86 246 248 89 6
82 78 247 196 250 250
83 102 250 152 32 152
83 78 249 251 248 196
83 49 250 65 254 254
84 14 254 213 174 213
84 87 254 189 30 189
84 49 252 253 251 65
85 71 256 127 109 127
85 61 255 257 193 176
85 27 256 232 95 232
86 68 260 201 285 285
86 11 260 -1 -1 -1
86 35 258 259 84 24
87 34 262 263 110 11
87 93 261 73 268 268
87 4 261 215 29 215
88 79 266 244 164 244
88 7 266 203 87 203
88 73 264 265 106 276
89 89 268 269 120 290
89 93 267 262 73 262
89 18 267 241 94 241
90 25 271 272 173 28
90 52 270 48 42 48
90 9 270 209 15 209
91 63 275 235 40 235
91 13 275 204 66 204
91 37 273 274 187 17
92 73 277 278 266 106
92 92 276 90 68 90
92 20 276 233 50 233
93 40 280 281 -1 -1
93 82 279 60 284 284
93 19 279 162 282 282
94 19 283 281 162 281
94 29 282 284 291 295
94 82 283 280 60 280
95 68 287 258 201 258
95 51 287 154 16 154
95 59 285 286 -1 -1
96 44 289 290 -1 -1
96 3 288 99 26 99
96 89 288 267 120 267
97 29 292 293 283 295
97 58 291 214 57 214
97 26 291 -1 -1 -1
98 75 295 296 138 88
98 29 294 291 283 291
98 91 294 -1 -1 -1
99 70 298 299 119 103
99 64 297 238 63 238
99 99 297 113 -1 -1
